GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,23,23,2669,3164,0,2507,461269.2,172.824728,109,0,0,.683100683,4.55974306,A,A,Group Association- A,A / A,0,0,23,23,2507,2669,3164,461269.2,0,0,109,172.824728,0,.683100683,4.55974306
C,C,C,Group Corporate - C,0,0,111,111,2354,2515,0,13748,383525,162.924809,123.855856,0,0,3.29670330,4.02159429,C,C,Corporate Group - C,C / C,0,0,111,111,13748,2354,2515,383525,0,0,123.855856,162.924809,0,3.29670330,4.02159429
D,D,D,Discounts - D,45,96,455,904,7631,13393,5024.78,55621.27,1017863.3,133.385310,122.244549,111.661778,17.3745174,13.5135135,13.0368675,D,D,Discounts - D,D / D,45,5024.78,455,904,55621.27,7631,13393,1017863.3,96,111.661778,122.244549,133.385310,17.3745174,13.5135135,13.0368675
E,E,E,Consortium - E,4,4,60,60,670,686,442,8670.25,120252.15,179.480821,144.504167,110.5,1.54440154,1.78200178,1.14463389,E,E,Consortium - E,E / E,4,442,60,60,8670.25,670,686,120252.15,4,110.5,144.504167,179.480821,1.54440154,1.78200178,1.14463389
G,G,G,Rack - G,10,23,115,216,2821,3821,1286.25,15969,534928.75,189.623804,138.860870,128.625,3.86100386,3.41550342,4.81942119,G,G,Rack - G,G / G,10,1286.25,115,216,15969,2821,3821,534928.75,23,128.625,138.860870,189.623804,3.86100386,3.41550342,4.81942119
H,H,H,House Use - H,0,0,0,0,1,1,0,-392.87,6839.02,6839.02,0,0,0,0,.001708409,H,H,House Use - H,H / H,0,0,0,0,-392.87,1,1,6839.02,0,0,0,6839.02,0,0,.001708409
K,K,K,Package - K,0,0,13,29,711,1151,0,1870,127864.74,179.837890,143.846154,0,0,.386100386,1.21467865,K,K,Package - K,K / K,0,0,13,29,1870,711,1151,127864.74,0,0,143.846154,179.837890,0,.386100386,1.21467865
L,L,L,Local Corporate - L,0,0,7,7,385,391,0,1001.5,61039.09,158.543091,143.071429,0,0,.207900208,.657737383,L,L,Local Corporate- L,L / L,0,0,7,7,1001.5,385,391,61039.09,0,0,143.071429,158.543091,0,.207900208,.657737383
M,M,M,Government/Military - M,1,2,31,33,900,1059,131,4210,126514,140.571111,135.806452,131,.386100386,.920700921,1.53756791,M,M,Government/Military - M,M / M,1,131,31,33,4210,900,1059,126514,2,131,135.806452,140.571111,.386100386,.920700921,1.53756791
N,N,N,Complimentary - N,3,3,30,31,1237,1536,0,0,811.11,.655707357,0,0,1.15830116,.891000891,2.11330167,N,N,Complimentary - N,N / N,3,0,30,31,0,1237,1536,811.11,3,0,0,.655707357,1.15830116,.891000891,2.11330167
