GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,23,23,2669,3164,0,2507,461269.2,172.824728,109,0,0,.422871851,4.40385440,A,A,Group Association- A,A / A,0,0,23,23,2507,2669,3164,461269.2,0,0,109,172.824728,0,.422871851,4.40385440
C,C,C,Group Corporate - C,14,14,125,125,2368,2529,2086,15834,385611,162.842483,126.672,149,5.40540541,2.29821658,3.90720391,C,C,Corporate Group - C,C / C,14,2086,125,125,15834,2368,2529,385611,14,149,126.672,162.842483,5.40540541,2.29821658,3.90720391
D,D,D,Discounts - D,16,31,666,1272,7842,13761,2344.4,83984.35,1046226.38,133.413208,126.102628,146.525,6.17760618,12.2448980,12.9393129,D,D,Discounts - D,D / D,16,2344.4,666,1272,83984.35,7842,13761,1046226.38,31,146.525,126.102628,133.413208,6.17760618,12.2448980,12.9393129
E,E,E,Consortium - E,3,3,101,101,711,727,446.25,14926.25,126508.15,177.929887,147.784653,148.75,1.15830116,1.85695900,1.17315117,E,E,Consortium - E,E / E,3,446.25,101,101,14926.25,711,727,126508.15,3,148.75,147.784653,177.929887,1.15830116,1.85695900,1.17315117
G,G,G,Rack - G,1,1,144,274,2850,3879,148.75,19937.5,538897.25,189.086754,138.454861,148.75,.386100386,2.64754550,4.70250470,G,G,Rack - G,G / G,1,148.75,144,274,19937.5,2850,3879,538897.25,1,148.75,138.454861,189.086754,.386100386,2.64754550,4.70250470
H,H,H,House Use - H,0,0,0,0,1,1,0,-413.62,6818.27,6818.27,0,0,0,0,.001650002,H,H,House Use - H,H / H,0,0,0,0,-413.62,1,1,6818.27,0,0,0,6818.27,0,0,.001650002
K,K,K,Package - K,1,1,22,41,720,1163,205,3290,129284.74,179.562139,149.545455,205,.386100386,.404486119,1.18800119,K,K,Package - K,K / K,1,205,22,41,3290,720,1163,129284.74,1,205,149.545455,179.562139,.386100386,.404486119,1.18800119
L,L,L,Local Corporate - L,0,0,27,27,405,411,0,4527.5,64565.09,159.419975,167.685185,0,0,.496414782,.668250668,L,L,Local Corporate- L,L / L,0,0,27,27,4527.5,405,411,64565.09,0,0,167.685185,159.419975,0,.496414782,.668250668
M,M,M,Government/Military - M,2,2,61,64,930,1090,262,8170,130474,140.294624,133.934426,131,.772200772,1.12152969,1.53450153,M,M,Government/Military - M,M / M,2,262,61,64,8170,930,1090,130474,2,131,133.934426,140.294624,.772200772,1.12152969,1.53450153
N,N,N,Complimentary - N,0,0,44,45,1251,1550,0,0,811.11,.648369305,0,0,0,.808972238,2.06415206,N,N,Complimentary - N,N / N,0,0,44,45,0,1251,1550,811.11,0,0,0,.648369305,0,.808972238,2.06415206
O,O,O,Contract/Other - O,20,20,434,437,5190,5234,2040,44370,534033.12,102.896555,102.235023,102,7.72200772,7.97940798,8.56350856,O,O,Contract/Other - O,O / O,20,2040,434,437,44370,5190,5234,534033.12,20,102,102.235023,102.896555,7.72200772,7.97940798,8.56350856
P,P,P,National Corporate - P,5,5,87,96,2632,2778,796,14331.75,457965.53,173.999062,164.732759,159.2,1.93050193,1.59955874,4.34280434,P,P,National Corporate- P,P / P,5,796,87,96,14331.75,2632,2778,457965.53,5,159.2,164.732759,173.999062,1.93050193,1.59955874,4.34280434
Q,Q,Q,Group Govt/Military - Q,30,31,169,174,688,750,3930,19708,90144,131.023256,116.615385,131,11.5830116,3.10718882,1.13520114,Q,Q,Group Govt/Military - Q,Q / Q,30,3930,169,174,19708,688,750,90144,31,131,116.615385,131.023256,11.5830116,3.10718882,1.13520114
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.018150018,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.018150018
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.169950170,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.169950170
U,U,U,Group SMERF - U,0,0,288,362,5510,8466,0,34215,724766.43,131.536557,118.802083,0,0,5.29509101,9.09150909,U,U,Group SMERF - U,U / U,0,0,288,362,34215,5510,8466,724766.43,0,0,118.802083,131.536557,0,5.29509101,9.09150909
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001650002,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001650002
W,W,W,Wholesale - W,0,0,19,20,736,884,0,2329,84266.29,114.492242,122.578947,0,0,.349328921,1.21440121,W,W,Wholesale - W,W / W,0,0,19,20,2329,736,884,84266.29,0,0,122.578947,114.492242,0,.349328921,1.21440121
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
92,108,2210,3061,34618,46536,133.243478,121.138792,138.563769,,12258.4,267716.73,4796800.56,57.1197571,40.6324692,35.5212355,MONTH,Rooms Month to Date,Room Revenue Month to Date
