GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.337837838,4.18902787,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.337837838,4.18902787
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.14221364,3.63622676,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.14221364,3.63622676
D,D,D,Discounts - D,25,47,1112,2061,13781,24369,2273.1,127455.950,1798887.19,130.533865,114.618660,90.924,9.65250965,17.8893179,14.8213076,D,D,Discounts - D,D / D,25,2273.1,1112,2061,127455.950256410256,13781,24369,1798887.190256410256,47,90.924,114.618660,130.533865,9.65250965,17.8893179,14.8213076
E,E,E,Consortium - E,0,0,84,90,1213,1245,0,12722,210966.1,173.920940,151.452381,0,0,1.35135135,1.30456760,E,E,Consortium - E,E / E,0,0,84,90,12722,1213,1245,210966.1,0,0,151.452381,173.920940,0,1.35135135,1.30456760
G,G,G,Rack - G,6,9,192,243,4034,5380,690,28062.24,737531.63,182.828862,146.1575,115,2.31660232,3.08880309,4.33852077,G,G,Rack - G,G / G,6,690,192,243,28062.24,4034,5380,737531.63,9,115,146.1575,182.828862,2.31660232,3.08880309,4.33852077
H,H,H,House Use - H,0,0,0,0,1,1,213,1522.15,14245.48,14245.48,0,0,0,0,.001075489,H,H,House Use - H,H / H,0,213,0,0,1522.15,1,1,14245.48,0,0,0,14245.48,0,0,.001075489
K,K,K,Package - K,1,4,55,107,949,1572,130,8970,168856.74,177.931233,163.090909,130,.386100386,.884813385,1.02063863,K,K,Package - K,K / K,1,130,55,107,8970,949,1572,168856.74,4,130,163.090909,177.931233,.386100386,.884813385,1.02063863
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.418275418,.597971629,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.418275418,.597971629
M,M,M,Government/Military - M,0,0,150,171,1449,1695,0,19802,199515.5,137.691856,132.013333,0,0,2.41312741,1.55838290,M,M,Government/Military - M,M / M,0,0,150,171,19802,1449,1695,199515.5,0,0,132.013333,137.691856,0,2.41312741,1.55838290
N,N,N,Complimentary - N,0,0,21,23,1369,1672,0,0,328.85,.240211833,0,0,0,.337837838,1.47234381,N,N,Complimentary - N,N / N,0,0,21,23,0,1369,1672,328.85,0,0,0,.240211833,0,.337837838,1.47234381
O,O,O,Contract/Other - O,0,0,313,337,7508,7588,0,31944,770997.12,102.690080,102.057508,0,0,5.03539254,8.07476796,O,O,Contract/Other - O,O / O,0,0,313,337,31944,7508,7588,770997.12,0,0,102.057508,102.690080,0,5.03539254,8.07476796
P,P,P,National Corporate - P,0,0,191,191,3685,3837,0,30590.5,628220.09,170.480350,160.159686,0,0,3.07271557,3.96317527,P,P,National Corporate- P,P / P,0,0,191,191,30590.5,3685,3837,628220.09,0,0,160.159686,170.480350,0,3.07271557,3.96317527
Q,Q,Q,Group Govt/Military - Q,0,0,368,368,1867,1933,0,49680,244449,130.931441,135,0,0,5.92020592,2.00793711,Q,Q,Group Govt/Military - Q,Q / Q,0,0,368,368,49680,1867,1933,244449,0,0,135,130.931441,0,5.92020592,2.00793711
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.011830374,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.011830374
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,.756113256,.162398770,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,.756113256,.162398770
U,U,U,Group SMERF - U,0,0,106,142,7428,11323,0,10844,981703.33,132.162538,102.301887,0,0,1.70527671,7.98872888,U,U,Group SMERF - U,U / U,0,0,106,142,10844,7428,11323,981703.33,0,0,102.301887,132.162538,0,1.70527671,7.98872888
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001075489,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001075489
W,W,W,Wholesale - W,0,0,120,126,1117,1278,0,13059.94,130339.02,116.686679,108.832833,0,0,1.93050193,1.20132070,W,W,Wholesale - W,W / W,0,0,120,126,13059.94,1117,1278,130339.02,0,0,108.832833,116.686679,0,1.93050193,1.20132070
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
32,60,2877,4027,52396,70737,103.315625,123.847421,137.813807,,3306.1,356309.030,7220892.21,56.3512976,46.2837838,12.3552124,MONTH,Rooms Month to Date,Room Revenue Month to Date
