GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.300300300,4.15431217,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.300300300,4.15431217
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.01530102,3.60609228,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.01530102,3.60609228
D,D,D,Discounts - D,30,87,1208,2296,13877,24604,3167.77,136604.420,1808035.66,130.290096,113.083129,105.592333,11.5830116,17.2744173,14.8008703,D,D,Discounts - D,D / D,30,3167.77,1208,2296,136604.420256410256,13877,24604,1808035.660256410256,87,105.592333,113.083129,130.290096,11.5830116,17.2744173,14.8008703
E,E,E,Consortium - E,1,1,85,91,1214,1246,102,12824,211068.1,173.861697,150.870588,102,.386100386,1.21550122,1.29482284,E,E,Consortium - E,E / E,1,102,85,91,12824,1214,1246,211068.1,1,102,150.870588,173.861697,.386100386,1.21550122,1.29482284
G,G,G,Rack - G,4,6,200,256,4042,5393,510,29027.24,738496.63,182.705747,145.1362,127.5,1.54440154,2.86000286,4.31109879,G,G,Rack - G,G / G,4,510,200,256,29027.24,4042,5393,738496.63,6,127.5,145.1362,182.705747,1.54440154,2.86000286,4.31109879
H,H,H,House Use - H,0,0,0,0,1,1,102,1724.15,14447.48,14447.48,0,0,0,0,.001066576,H,H,House Use - H,H / H,0,102,0,0,1724.15,1,1,14447.48,0,0,0,14447.48,0,0,.001066576
K,K,K,Package - K,1,2,64,127,958,1592,130,10115,170001.74,177.454843,158.046875,130,.386100386,.915200915,1.02177947,K,K,Package - K,K / K,1,130,64,127,10115,958,1592,170001.74,2,130,158.046875,177.454843,.386100386,.915200915,1.02177947
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.371800372,.593016063,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.371800372,.593016063
M,M,M,Government/Military - M,0,0,150,171,1449,1695,0,19802,199515.5,137.691856,132.013333,0,0,2.14500215,1.54546812,M,M,Government/Military - M,M / M,0,0,150,171,19802,1449,1695,199515.5,0,0,132.013333,137.691856,0,2.14500215,1.54546812
N,N,N,Complimentary - N,1,1,22,24,1370,1673,0,0,328.85,.240036496,0,0,.386100386,.314600315,1.46120864,N,N,Complimentary - N,N / N,1,0,22,24,0,1370,1673,328.85,1,0,0,.240036496,.386100386,.314600315,1.46120864
O,O,O,Contract/Other - O,5,5,322,346,7517,7597,510,32862,771915.12,102.689254,102.055901,102,1.93050193,4.60460460,8.01744918,O,O,Contract/Other - O,O / O,5,510,322,346,32862,7517,7597,771915.12,5,102,102.055901,102.689254,1.93050193,4.60460460,8.01744918
P,P,P,National Corporate - P,0,0,191,191,3685,3837,0,30590.5,628220.09,170.480350,160.159686,0,0,2.73130273,3.93033128,P,P,National Corporate- P,P / P,0,0,191,191,30590.5,3685,3837,628220.09,0,0,160.159686,170.480350,0,2.73130273,3.93033128
