GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.405405405,4.23622818,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.405405405,4.23622818
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.37065637,3.67719833,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.37065637,3.67719833
D,D,D,Discounts - D,22,41,1031,1910,13700,24218,2153.78,119936.010,1791367.25,130.756734,116.329787,97.8990909,8.49420849,19.9034749,14.9002121,D,D,Discounts - D,D / D,22,2153.78,1031,1910,119936.010256410256,13700,24218,1791367.250256410256,41,97.8990909,116.329787,130.756734,8.49420849,19.9034749,14.9002121
E,E,E,Consortium - E,3,3,80,86,1209,1241,312,12316.5,210560.6,174.160959,153.95625,104,1.15830116,1.54440154,1.31491653,E,E,Consortium - E,E / E,3,312,80,86,12316.5,1209,1241,210560.6,3,104,153.95625,174.160959,1.15830116,1.54440154,1.31491653
G,G,G,Rack - G,4,5,175,219,4017,5356,490,26231.24,735700.63,183.146784,149.8928,122.5,1.54440154,3.37837838,4.36891620,G,G,Rack - G,G / G,4,490,175,219,26231.24,4017,5356,735700.63,5,122.5,149.8928,183.146784,1.54440154,3.37837838,4.36891620
H,H,H,House Use - H,0,0,0,0,1,1,0,1326.75,14050.08,14050.08,0,0,0,0,.001087607,H,H,House Use - H,H / H,0,0,0,0,1326.75,1,1,14050.08,0,0,0,14050.08,0,0,.001087607
K,K,K,Package - K,0,0,47,87,941,1552,0,7960,167846.74,178.370606,169.361702,0,0,.907335907,1.02343792,K,K,Package - K,K / K,0,0,47,87,7960,941,1552,167846.74,0,0,169.361702,178.370606,0,.907335907,1.02343792
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.501930502,.604709337,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.501930502,.604709337
M,M,M,Government/Military - M,1,1,149,170,1448,1694,135,19802,199515.5,137.786948,132.899329,135,.386100386,2.87644788,1.57485453,M,M,Government/Military - M,M / M,1,135,149,170,19802,1448,1694,199515.5,1,135,132.899329,137.786948,.386100386,2.87644788,1.57485453
N,N,N,Complimentary - N,0,0,19,21,1367,1670,0,0,328.85,.240563277,0,0,0,.366795367,1.48675839,N,N,Complimentary - N,N / N,0,0,19,21,0,1367,1670,328.85,0,0,0,.240563277,0,.366795367,1.48675839
O,O,O,Contract/Other - O,10,10,300,324,7495,7575,1020,30618,769671.12,102.691277,102.06,102,3.86100386,5.79150579,8.15161238,O,O,Contract/Other - O,O / O,10,1020,300,324,30618,7495,7575,769671.12,10,102,102.06,102.691277,3.86100386,5.79150579,8.15161238
P,P,P,National Corporate - P,1,1,191,191,3685,3837,102,30590.5,628220.09,170.480350,160.159686,102,.386100386,3.68725869,4.00783077,P,P,National Corporate- P,P / P,1,102,191,191,30590.5,3685,3837,628220.09,1,102,160.159686,170.480350,.386100386,3.68725869,4.00783077
Q,Q,Q,Group Govt/Military - Q,0,0,368,368,1867,1933,0,49680,244449,130.931441,135,0,0,7.10424710,2.03056175,Q,Q,Group Govt/Military - Q,Q / Q,0,0,368,368,49680,1867,1933,244449,0,0,135,130.931441,0,7.10424710,2.03056175
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.011963674,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.011963674
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,.907335907,.164228615,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,.907335907,.164228615
U,U,U,Group SMERF - U,0,0,106,142,7428,11323,0,10844,981703.33,132.162538,102.301887,0,0,2.04633205,8.07874273,U,U,Group SMERF - U,U / U,0,0,106,142,10844,7428,11323,981703.33,0,0,102.301887,132.162538,0,2.04633205,8.07874273
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001087607,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001087607
W,W,W,Wholesale - W,2,2,117,123,1114,1275,245,12546.94,129826.02,116.540413,107.238803,122.5,.772200772,2.25868726,1.21159389,W,W,Wholesale - W,W / W,2,245,117,123,12546.94,1114,1275,129826.02,2,122.5,107.238803,116.540413,.772200772,2.25868726,1.21159389
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
43,63,2748,3809,52267,70519,103.669302,125.002980,137.909032,,4457.78,343508.190,7208091.37,56.8459405,53.0501931,16.6023166,MONTH,Rooms Month to Date,Room Revenue Month to Date
