GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.270270270,4.12016713,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.270270270,4.12016713
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,.913770914,3.57645317,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,.913770914,3.57645317
D,D,D,Discounts - D,36,84,1307,2545,13976,24853,3714.44,146911.130,1818342.37,130.104634,112.403313,103.178889,13.8996139,16.8211068,14.7839425,D,D,Discounts - D,D / D,36,3714.44,1307,2545,146911.130256410256,13976,24853,1818342.370256410256,84,103.178889,112.403313,130.104634,13.8996139,16.8211068,14.7839425
E,E,E,Consortium - E,0,0,85,91,1214,1246,0,12824,211068.1,173.861697,150.870588,0,0,1.09395109,1.28418046,E,E,Consortium - E,E / E,0,0,85,91,12824,1214,1246,211068.1,0,0,150.870588,173.861697,0,1.09395109,1.28418046
G,G,G,Rack - G,7,13,224,295,4066,5432,900,32077.24,741546.63,182.377430,143.201964,128.571429,2.70270270,2.88288288,4.30105252,G,G,Rack - G,G / G,7,900,224,295,32077.24,4066,5432,741546.63,13,128.571429,143.201964,182.377430,2.70270270,2.88288288,4.30105252
H,H,H,House Use - H,0,0,0,0,1,1,0,1724.15,14447.48,14447.48,0,0,0,0,.001057809,H,H,House Use - H,H / H,0,0,0,0,1724.15,1,1,14447.48,0,0,0,14447.48,0,0,.001057809
K,K,K,Package - K,4,7,74,147,968,1612,565,11500,171386.74,177.052417,155.405405,141.25,1.54440154,.952380952,1.02395938,K,K,Package - K,K / K,4,565,74,147,11500,968,1612,171386.74,7,141.25,155.405405,177.052417,1.54440154,.952380952,1.02395938
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.334620335,.588141958,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.334620335,.588141958
M,M,M,Government/Military - M,0,0,150,171,1449,1695,0,19802,199515.5,137.691856,132.013333,0,0,1.93050193,1.53276564,M,M,Government/Military - M,M / M,0,0,150,171,19802,1449,1695,199515.5,0,0,132.013333,137.691856,0,1.93050193,1.53276564
N,N,N,Complimentary - N,1,1,27,29,1375,1678,0,0,328.85,.239163636,0,0,.386100386,.347490347,1.45448776,N,N,Complimentary - N,N / N,1,0,27,29,0,1375,1678,328.85,1,0,0,.239163636,.386100386,.347490347,1.45448776
O,O,O,Contract/Other - O,0,0,327,351,7522,7602,0,33372,772425.12,102.688796,102.055046,0,0,4.20849421,7.95684138,O,O,Contract/Other - O,O / O,0,0,327,351,33372,7522,7602,772425.12,0,0,102.055046,102.688796,0,4.20849421,7.95684138
P,P,P,National Corporate - P,0,0,191,191,3685,3837,0,30590.5,628220.09,170.480350,160.159686,0,0,2.45817246,3.89802719,P,P,National Corporate- P,P / P,0,0,191,191,30590.5,3685,3837,628220.09,0,0,160.159686,170.480350,0,2.45817246,3.89802719
Q,Q,Q,Group Govt/Military - Q,0,0,368,368,1867,1933,0,49680,244449,130.931441,135,0,0,4.73616474,1.97492992,Q,Q,Group Govt/Military - Q,Q / Q,0,0,368,368,49680,1867,1933,244449,0,0,135,130.931441,0,4.73616474,1.97492992
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.011635902,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.011635902
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,.604890605,.159729201,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,.604890605,.159729201
U,U,U,Group SMERF - U,1,1,107,143,7429,11324,119,10963,981822.33,132.160766,102.457944,119,.386100386,1.37709138,7.85846512,U,U,Group SMERF - U,U / U,1,119,107,143,10963,7429,11324,981822.33,1,119,102.457944,132.160766,.386100386,1.37709138,7.85846512
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001057809,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001057809
W,W,W,Wholesale - W,3,3,128,134,1125,1286,281.65,13926.59,131205.67,116.627262,108.801484,93.8833333,1.15830116,1.64736165,1.19003544,W,W,Wholesale - W,W / W,3,281.65,128,134,13926.59,1125,1286,131205.67,3,93.8833333,108.801484,116.627262,1.15830116,1.64736165,1.19003544
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
52,109,3153,4633,52672,71343,107.309423,122.114450,137.636886,,5580.09,385026.860,7249610.04,55.7169302,40.5791506,20.0772201,MONTH,Rooms Month to Date,Room Revenue Month to Date
