GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.386100386,4.22432866,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.386100386,4.22432866
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.30538702,3.66686912,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.30538702,3.66686912
D,D,D,Discounts - D,15,28,1046,1938,13715,24246,1523.56,121459.570,1792890.81,130.724813,116.118136,101.570667,5.79150579,19.2314764,14.8746258,D,D,Discounts - D,D / D,15,1523.56,1046,1938,121459.570256410256,13715,24246,1792890.810256410256,28,101.570667,116.118136,130.724813,5.79150579,19.2314764,14.8746258
E,E,E,Consortium - E,3,3,83,89,1212,1244,312,12628.5,210872.6,173.987294,152.150602,104,1.15830116,1.52601581,1.31447660,E,E,Consortium - E,E / E,3,312,83,89,12628.5,1212,1244,210872.6,3,104,152.150602,173.987294,1.15830116,1.52601581,1.31447660
G,G,G,Rack - G,5,7,180,226,4022,5363,502,26733.24,736202.63,183.043916,148.518,100.4,1.93050193,3.30943188,4.36206672,G,G,Rack - G,G / G,5,502,180,226,26733.24,4022,5363,736202.63,7,100.4,148.518,183.043916,1.93050193,3.30943188,4.36206672
H,H,H,House Use - H,0,0,0,0,1,1,0,1326.75,14050.08,14050.08,0,0,0,0,.001084552,H,H,House Use - H,H / H,0,0,0,0,1326.75,1,1,14050.08,0,0,0,14050.08,0,0,.001084552
K,K,K,Package - K,1,2,48,89,942,1554,130,8090,167976.74,178.319257,168.541667,130,.386100386,.882515168,1.02164765,K,K,Package - K,K / K,1,130,48,89,8090,942,1554,167976.74,2,130,168.541667,178.319257,.386100386,.882515168,1.02164765
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.478029049,.603010715,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.478029049,.603010715
M,M,M,Government/Military - M,0,0,149,170,1448,1694,0,19802,199515.5,137.786948,132.899329,0,0,2.73947417,1.57043078,M,M,Government/Military - M,M / M,0,0,149,170,19802,1448,1694,199515.5,0,0,132.899329,137.786948,0,2.73947417,1.57043078
N,N,N,Complimentary - N,1,1,20,22,1368,1671,0,0,328.85,.240387427,0,0,.386100386,.367714653,1.48366665,N,N,Complimentary - N,N / N,1,0,20,22,0,1368,1671,328.85,1,0,0,.240387427,.386100386,.367714653,1.48366665
O,O,O,Contract/Other - O,8,8,308,332,7503,7583,816,31434,770487.12,102.690540,102.058442,102,3.08880309,5.66280566,8.13739100,O,O,Contract/Other - O,O / O,8,816,308,332,31434,7503,7583,770487.12,8,102,102.058442,102.690540,3.08880309,5.66280566,8.13739100
P,P,P,National Corporate - P,0,0,191,191,3685,3837,0,30590.5,628220.09,170.480350,160.159686,0,0,3.51167494,3.99657282,P,P,National Corporate- P,P / P,0,0,191,191,30590.5,3685,3837,628220.09,0,0,160.159686,170.480350,0,3.51167494,3.99657282
Q,Q,Q,Group Govt/Military - Q,0,0,368,368,1867,1933,0,49680,244449,130.931441,135,0,0,6.76594962,2.02485792,Q,Q,Group Govt/Military - Q,Q / Q,0,0,368,368,49680,1867,1933,244449,0,0,135,130.931441,0,6.76594962,2.02485792
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.011930068,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.011930068
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,.864129436,.163767299,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,.864129436,.163767299
U,U,U,Group SMERF - U,0,0,106,142,7428,11323,0,10844,981703.33,132.162538,102.301887,0,0,1.94888766,8.05604963,U,U,Group SMERF - U,U / U,0,0,106,142,10844,7428,11323,981703.33,0,0,102.301887,132.162538,0,1.94888766,8.05604963
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001084552,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001084552
W,W,W,Wholesale - W,2,2,119,125,1116,1277,334,12880.94,130160.02,116.630842,108.243193,167,.772200772,2.18790219,1.21035964,W,W,Wholesale - W,W / W,2,334,119,125,12880.94,1116,1277,130160.02,2,167,108.243193,116.630842,.772200772,2.18790219,1.21035964
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
35,51,2783,3860,52302,70570,103.358857,124.730776,137.885911,,3617.56,347125.750,7211708.93,56.7242202,51.1674940,13.5135135,MONTH,Rooms Month to Date,Room Revenue Month to Date
