GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.476947536,4.27233240,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.476947536,4.27233240
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.61253691,3.70853808,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.61253691,3.70853808
D,D,D,Discounts - D,150,322,907,1659,13576,23967,14124.93,108037.850,1779469.09,131.074624,119.115601,94.1662,57.9150579,20.5995912,14.8911899,D,D,Discounts - D,D / D,150,14124.93,907,1659,108037.850256410256,13576,23967,1779469.090256410256,322,94.1662,119.115601,131.074624,57.9150579,20.5995912,14.8911899
E,E,E,Consortium - E,1,1,73,79,1202,1234,97.75,11560.5,209804.6,174.546256,158.363014,97.75,.386100386,1.65796048,1.31844507,E,E,Consortium - E,E / E,1,97.75,73,79,11560.5,1202,1234,209804.6,1,97.75,158.363014,174.546256,.386100386,1.65796048,1.31844507
G,G,G,Rack - G,26,39,157,196,3999,5333,3274,23886.24,733355.63,183.384754,152.141656,125.923077,10.0386100,3.56575062,4.38640751,G,G,Rack - G,G / G,26,3274,157,196,23886.24,3999,5333,733355.63,39,125.923077,152.141656,183.384754,10.0386100,3.56575062,4.38640751
H,H,H,House Use - H,0,0,0,0,1,1,156.4,1326.75,14050.08,14050.08,0,0,0,0,.001096876,H,H,House Use - H,H / H,0,156.4,0,0,1326.75,1,1,14050.08,0,0,0,14050.08,0,0,.001096876
K,K,K,Package - K,7,14,45,84,939,1549,920,7685,167571.74,178.457657,170.777778,131.428571,2.70270270,1.02203043,1.02996665,K,K,Package - K,K / K,7,920,45,84,7685,939,1549,167571.74,14,131.428571,170.777778,178.457657,2.70270270,1.02203043,1.02996665
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.590506473,.609863110,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.590506473,.609863110
M,M,M,Government/Military - M,1,1,147,168,1446,1692,155,19532,199245.5,137.790802,132.870748,155,.386100386,3.33863275,1.58608284,M,M,Government/Military - M,M / M,1,155,147,168,19532,1446,1692,199245.5,1,155,132.870748,137.790802,.386100386,3.33863275,1.58608284
N,N,N,Complimentary - N,3,4,19,21,1367,1670,0,0,328.85,.240563277,0,0,1.15830116,.431523961,1.49942962,N,N,Complimentary - N,N / N,3,0,19,21,0,1367,1670,328.85,4,0,0,.240563277,1.15830116,.431523961,1.49942962
